1,札幌市中央区,43.05546,141.340956
1,札幌市北区,43.09085,141.340831
1,札幌市東区,43.076069,141.363722
1,札幌市白石区,43.047687,141.405078
1,札幌市豊平区,43.031291,141.380106
1,札幌市南区,42.990031,141.353497
1,札幌市西区,43.07447,141.300889
1,札幌市厚別区,43.036408,141.474789
1,札幌市手稲区,43.121944,141.245632
1,札幌市清田区,42.999636,141.44383
1,函館市,41.768793,140.72881
1,小樽市,43.190717,140.994662
1,旭川市,43.770636,142.364819
1,室蘭市,42.315231,140.973799
1,釧路市,42.984854,144.381356
1,帯広市,42.923899,143.196103
1,北見市,43.804031,143.895876
1,夕張市,43.056734,141.973896
1,岩見沢市,43.196206,141.775933
1,網走市,44.020632,144.273398
1,留萌市,43.940987,141.637012
1,苫小牧市,42.634302,141.605372
1,稚内市,45.415664,141.673082
1,美唄市,43.332881,141.853785
1,芦別市,43.518166,142.189436
1,江別市,43.103745,141.536247
1,赤平市,43.558074,142.044211
1,紋別市,44.356484,143.354503
1,士別市,44.178734,142.400404
1,名寄市,44.355938,142.463167
1,三笠市,43.245435,141.875327
1,根室市,43.330076,145.58279
1,千歳市,42.820958,141.650876
1,滝川市,43.557795,141.91019
1,砂川市,43.494843,141.903465
1,歌志内市,43.521353,142.034568
1,深川市,43.72326,142.053538
1,富良野市,43.34214,142.383225
1,登別市,42.41276,141.106632
1,恵庭市,42.882562,141.577815
1,伊達市,42.471851,140.864679
1,北広島市,42.98563,141.563543
1,石狩市,43.171384,141.31552
1,北斗市,41.82406,140.652903
1,石狩郡当別町,43.223683,141.517072
1,石狩郡新篠津村,43.225424,141.649216
1,松前郡松前町,41.430037,140.110435
1,松前郡福島町,41.483802,140.251326
1,上磯郡知内町,41.598356,140.418963
1,上磯郡木古内町,41.678264,140.437568
1,亀田郡七飯町,41.89572,140.69428
1,茅部郡鹿部町,42.038487,140.815939
1,茅部郡森町,42.104795,140.576324
1,二海郡八雲町,42.255999,140.265281
1,山越郡長万部町,42.513688,140.380633
1,檜山郡江差町,41.869156,140.12746
1,檜山郡上ノ国町,41.801082,140.121348
1,檜山郡厚沢部町,41.920901,140.225472
1,爾志郡乙部町,41.968501,140.135719
1,奥尻郡奥尻町,42.172278,139.514008
1,瀬棚郡今金町,42.429422,140.008878
1,久遠郡せたな町,42.417161,139.882988
1,島牧郡島牧村,42.70052,140.06146
1,寿都郡寿都町,42.790979,140.22898
1,寿都郡黒松内町,42.667864,140.30754
1,磯谷郡蘭越町,42.809075,140.528312
1,虻田郡ニセコ町,42.804705,140.687493
1,虻田郡真狩村,42.762971,140.803744
1,虻田郡留寿都村,42.73736,140.875591
1,虻田郡喜茂別町,42.795472,140.9345
1,虻田郡京極町,42.858208,140.884088
1,虻田郡倶知安町,42.901829,140.758698
1,虻田郡豊浦町,42.583447,140.711832
1,虻田郡洞爺湖町,42.551269,140.764098
1,岩内郡共和町,42.980398,140.611187
1,岩内郡岩内町,42.979785,140.514753
1,古宇郡泊村,43.063355,140.498859
